7.8127,1.08889,0.703565
8.54753,1.24444,0.922452
7.82833,1.66667,0.703565
8.06285,1.35556,1.11007
8.09412,1.46667,1.09443
7.8596,1.64444,1.36023
9.25109,1.13333,1.40713
9.28236,1.91111,0.625391
10.3455,1.55556,1.14134
8.46936,1.06667,0.875547
7.76579,1.64444,1.32896
8.25047,1.53333,1.03189
7.95341,1.8,1.17261
9.78268,1.24444,1.4384
9.18856,1.6,1.18824
7.95341,1.91111,0.703565
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
