5.28924,0.718182,0.634772
5.3768,0.881818,0.65666
5.33302,0.927273,0.569106
4.85147,1.1,0.809881
5.28924,0.845455,0.612883
5.66135,0.8,0.700438
5.48624,0.709091,0.590994
6.3399,1.11818,0.65666
5.59568,0.890909,0.590994
5.92402,0.718182,0.612883
6.44934,0.954545,0.722326
5.74891,0.672727,0.569106
6.38368,0.890909,0.678549
5.46435,0.718182,0.634772
5.44246,0.763636,0.459662
5.44246,0.781818,0.722326
6.3399,0.763636,0.525328
5.48624,0.636364,1.00688
5.5738,0.536364,0.809881
6.36179,0.681818,0.634772
6.44934,0.745455,0.897436
5.39869,0.627273,0.547217
6.23046,0.790909,0.766104
