201760,6.13053,1.75,1.61642
202765,7.34285,2.16667,1.54907
203100,8.12861,2.55556,1.66132
204105,7.6347,1.83333,1.79602
204440,8.44291,1.8,1.43682
207791,7.4551,5.33333,1.86337
208461,8.48781,2.33333,2.26748
208796,7.8592,1.6,1.79602
210136,7.90411,4.33333,1.23477
212481,6.71424,2.16667,1.81847
213151,7.65715,1.6,1.75112
218512,8.30821,2.16667,1.50417
218847,7.3204,1.6,2.24503
219182,7.2755,1.96667,1.32457
219517,7.92656,1.8,1.39192
221528,7.97146,3.03333,1.21232
223203,7.4102,4.16667,1.07761
224878,8.44291,3.11111,1.81847
225548,6.57954,1.83333,1.45927
227223,6.96119,2.9,2.13278
239955,7.6347,1.46667,1.54907
240290,6.08563,1.85,1.36947
241296,8.75722,2.2,1.86337
242301,8.21841,2.35,1.16742
242636,8.15106,2.03333,1.61642
243306,6.98364,2.25,1.84092
