5.18762,-5.16364,1.96998
4.98124,-1.98182,1.05066
5.13133,-2.4,1.61351
4.96248,-3.43636,1.68856
4.94371,-3.29091,1.61351
5.09381,-5.03636,2.83302
5.15009,-2.29091,1.29456
5.22514,-3.54545,1.35084
4.90619,-3.29091,1.29456
5.28143,-3.72727,1.38837
5.09381,-4.34545,1.55722
5.16886,-3.70909,1.40713
5.03752,-4.05455,2.10131
5.05629,-4.25455,1.57598
5.15009,-4.07273,1.50094
5.33771,-3.98182,1.29456
5.30019,-3.54545,1.29456
5.01876,-4.4,1.31332
4.62477,-4.10909,1.46341
5.37523,-3.89091,1.29456
5.33771,-3.58182,1.2758
5.11257,-3.72727,1.42589
5.20638,-3.49091,1.38837
5.09381,-4.41818,1.46341
5.18762,-3.94545,1.16323
5.45028,-4.81818,1.7636
4.77486,-5.21818,1.9137
5,-4.29091,1.66979
5.05629,-5.03636,2.17636
5.13133,-3.72727,2.34522
4.90619,-4.41818,1.95122
4.86867,-5.05455,2.19512
4.84991,-4.52727,2.28893
4.98124,-5.27273,1.65103
4.96248,-4.29091,2.81426
4.86867,-4.98182,2.1576
4.83114,-5.29091,2.23265
4.94371,-5.4,2.94559
5.09381,-5.2,1.63227
5.16886,-4.47273,2.47655
5.03752,-4.87273,2.55159
4.79362,-4.38182,2.4015
4.73734,-4.45455,2.08255
4.90619,-4.32727,1.9137
5,-4.65455,2.04503
4.90619,-4.16364,2.66417
5.33771,-4.29091,2.21388
5,-5.16364,2.10131
4.84991,-5.12727,2.32645
