2.24672,2.48889,1.25078
2.35616,1.53333,1.15697
2.16854,1.33333,1.14134
2.12164,3,1.31332
2.13727,2.62222,1.36023
2.13727,2.75556,1.45403
2.27799,2.73333,1.18824
2.34053,2.4,1.26642
2.4187,2.06667,1.0788
2.09037,1.02222,1.11007
2.16854,1.97778,1.21951
2.24672,1.46667,1.25078
2.24672,2.26667,1.29769
2.32489,2.2,1.25078
2.106,1.93333,1.11007
2.29362,2.17778,1.31332
2.30926,1.93333,1.15697
2.21545,2.46667,1.14134
2.24672,2.91111,1.01626
2.21545,2.2,1.18824
2.21545,2,1.1257
2.21545,1.91111,1.42276
2.23108,2.22222,1.03189
2.29362,1.46667,1.25078
2.32489,2.42222,1.40713
2.15291,2.44444,1.28205
2.30926,1.66667,1.28205
2.13727,1.28889,0.922452
2.23108,2.04444,1.39149
2.19981,1.77778,1.61038
2.15291,2.22222,1.28205
2.37179,1.68889,1.25078
2.43433,1.88889,1.29769
2.48124,2.57778,1.17261
2.23108,2.06667,1.17261
2.34053,2.86667,1.23515
2.0122,2.24444,1.70419
2.13727,2.24444,1.36023
2.29362,1.75556,0.938086
2.40306,1.48889,1.09443
2.4656,2.53333,1.32896
2.27799,1.71111,1.03189
2.40306,1.57778,1.14134
2.30926,2,1.28205
2.32489,2.86667,1.25078
2.19981,1.95556,0.984991
2.4187,2.26667,1.20388
2.30926,2.15556,1.20388
2.35616,2.75556,1.1257
2.34053,2.91111,1.23515
2.35616,3.4,1.42276
2.27799,1.77778,1.04753
2.21545,2,1.78236
2.23108,2.4,1.51657
2.29362,2.48889,1.20388
2.43433,2.42222,1.28205
2.34053,1.91111,1.09443
