152749,13.2585,1.86667,1.12893
153083,11.4112,1.75778,1.69339
153417,11.95,1.44667,1.41116
153751,9.23028,1.96,1.61642
154085,13.5151,1.77333,1.46248
154753,11.2316,2.45778,1.71905
155087,11.796,1.89778,1.48813
155421,11.3342,1.99111,2.07826
155755,11.9756,1.75778,1.48813
156089,10.821,2.11556,2.0526
156757,11.9756,1.86667,1.94997
157091,9.71777,2.41111,1.41116
157425,12.6684,1.77333,0.821039
157759,13.0276,1.15111,2.07826
158093,11.8217,1.89778,0.821039
159430,11.1289,2.24,1.79602
160098,11.3342,1.94444,1.873
161434,11.9243,2.33333,1.77037
163438,10.2566,2.25556,2.02694
163772,11.3342,2.45778,1.43682
164106,11.3855,1.83556,1.56511
164440,12.1039,1.57111,1.64208
165442,12.2579,1.85111,1.92431
166779,10.2309,1.71111,1.77037
167113,12.848,1.61778,1.74471
167447,11.7447,2.13111,1.79602
