3.64762,8.4,1.25714
3.74286,7.89444,1.14286
3.8,8.86667,1.37143
3.7619,6.61111,1.14286
3.81905,7.73889,1.2
3.89524,7.77778,1.10476
3.85714,7.6,1.08571
3.85714,6.68889,1.12381
3.91429,5.95,1.02857
3.95238,7.38889,1.1619
3.89524,8.20556,1.2
3.93333,7.93333,1.33333
3.91429,7.35,1.27619
3.93333,7.03889,1.2381
3.78095,6.33889,1.21905
4.02857,8.43889,1.33333
3.81905,6.88333,1.27619
3.81905,6.84444,1.1619
3.95238,7.85556,1.42857
3.81905,6.80556,1.2
3.87619,7.62222,1.29524
3.93333,7.07778,1.10476
3.8381,7.58333,0.990476
3.78095,7.19444,1.02857
3.78095,8.05,1.21905
3.89524,7.85556,1.44762
3.85714,8.32222,1.61905
3.87619,7.38889,1.27619
3.95238,8.47778,1.71429
3.81905,10,1.6
3.85714,5.71667,0.971429
3.8381,5.83333,1.06667
3.85714,6.18333,1.00952
3.87619,7,1.31429
3.91429,5.98889,1.08571
3.89524,6.49444,1.10476
3.81905,6.26111,1.27619
3.89524,7.03889,1.21905
3.93333,6.65,1.08571
3.91429,6.84444,1.2381
3.8,6.33889,1.2
3.7619,8.47778,1.39048
3.8,7.15556,1.27619
3.8,6.02778,1.2381
3.81905,7.19444,1.39048
3.93333,6.18333,1.18095
