CI
0.7599543
0.7782933
0.7254585
0.7284746
0.6859820
0.6935000
0.7555601
0.7068521
0.7744377
0.7026346
0.7280208
0.7024187
0.7814391
0.7350942
0.7400751
0.7099959
0.7366148
0.7625838
0.7193702
0.7293592
0.7149651
0.7565311
0.7093017
0.7009244
0.7190124
0.6784479
0.7954416
0.7898163
0.7371255
0.7179019
0.8056072
0.7333927
0.6746322
0.6826836
0.7105958
0.7485113
0.7519897
0.7400919
0.6957889
0.7101061
0.7408495
0.6923358
0.7293301
0.7318131
0.6838848
0.7106780
0.7409948
0.7002963
0.7656806
0.7065900
0.7433582
0.7818395
0.7423377
0.7020302
0.7749340
0.7399302
0.7032269
0.8226625
0.7214982
0.7290231
0.7127428
0.7569234
0.6827677
0.7335929
0.7660087
0.7578542
0.7187932
0.7152050
0.7082264
0.7561795
0.7102420
0.7274753
0.7317378
0.7789611
0.7576498
0.7528555
0.7157444
0.7001732
0.7213829
0.6984305
0.7252443
0.8078874
0.7312330
0.7283880
0.7314144
0.7245191
0.7461741
0.7141051
0.7473874
0.7650317
0.7443337
0.7307107
0.7278674
0.6918782
0.6977391
0.7292025
0.7420131
0.7628518
0.7742426
0.7240460
0.7846870
0.7337801
0.7398127
0.7370862
0.6577023
0.7080467
0.6915104
0.7983409
0.7121861
0.7823044
0.7525147
0.7003146
0.7243622
0.6985261
0.7015935
0.7836891
0.7381800
0.7405218
0.7241686
0.7169166
0.7693749
0.7110422
0.7474736
0.7198381
0.7513478
0.7697424
0.7377321
0.6969922
0.7494235
0.7504478
0.6981017
0.7015147
0.7686564
0.7384481
0.7473495
0.7116841
0.6313756
0.7571587
0.7666380
0.7102497
0.7321672
0.7259660
0.7506423
0.7729117
0.7227853
0.7162993
0.7172330
0.7103706
0.6913608
0.6900857
0.7340602
0.7406152
0.6883228
0.6613796
0.7328019
0.7256713
0.7155805
0.7204082
0.7254006
0.7430319
0.6626182
0.7218979
0.7206734
0.7304777
0.7433901
0.7014982
0.7192557
0.7106712
0.7491735
0.7558408
0.7295262
0.7274674
0.7211247
0.7940683
0.7803663
0.7322730
0.7855961
0.7831410
0.7405094
0.7414370
0.7475494
0.7652732
0.7504459
0.7302366
0.7198583
0.7378572
0.7769775
0.7775565
0.7019670
0.7611872
0.7580936
0.6842839
0.7254697
0.7015411
0.7215979
0.7892743
0.7374775
0.7271086
0.7364683
0.6955000
0.7237464
0.7203862
0.6944673
0.7141976
0.7349061
0.6822255
0.7081017
0.6986590
0.6579455
0.7287280
0.6932065
0.7738697
0.7056105
0.7281888
0.7658944
0.7303641
0.6564975
0.7484005
0.7238275
0.7652856
0.6729281
0.7458699
0.7780274
0.7515302
0.7532817
0.6612820
0.7677509
0.7944489
0.7166891
0.7009917
0.7032905
0.7714089
0.7296838
0.7032799
0.7311155
0.6831712
0.7091173
0.7299216
0.7567914
0.7459953
0.7766752
0.7473843
0.6617576
0.6663100
0.7502178
0.7696877
0.7262830
0.7223241
0.7448273
0.7280194
0.7535694
0.7319443
0.7285706
0.7089813
0.7238328
0.6898303
0.7326304
0.7103412
0.7746440
0.7233039
0.7838210
0.7658645
0.7064864
0.7559753
0.7171095
0.7518147
0.7569722
0.7659314
0.6925714
0.7285569
0.7169111
0.7235909
0.7034589
0.7522813
0.7113534
0.7224702
0.7517339
0.7082864
0.7518572
0.7491554
0.6518737
0.6935812
0.6701263
0.7191045
0.7202993
0.8188943
0.6895737
0.7536145
0.7341571
0.7299362
0.7227937
0.7220855
0.7369189
0.7133836
0.6666656
0.7966443
0.7105227
0.7224766
0.7705215
0.7378560
0.7332730
0.7317715
0.7344284
0.7791532
0.7934866
0.7438442
0.7650284
0.7278793
0.7510770
0.7214111
0.6825134
0.7576652
0.7255068
0.6538296
0.7513718
0.7343671
0.7551921
0.7226144
0.7751551
0.7345020
0.6738684
0.7034677
0.6726893
0.6680820
0.7303961
0.7068562
0.6860949
0.7262809
0.7351125
0.7453931
0.7372563
0.7402430
0.7895504
0.7599507
0.6777898
0.7776094
0.6555823
0.7234812
0.7504107
0.7236975
0.7308172
0.6918031
0.6889345
0.7508699
0.7151694
0.7727925
0.7412724
0.7565678
0.7871172
0.8061372
0.7351804
0.7529941
0.7412604
0.7800817
0.6755825
0.7264729
0.7680568
0.7536077
0.7460067
0.7735413
0.6676984
0.6804509
0.7294591
0.7032756
0.7122045
0.7079921
0.7255910
0.6863914
0.7280835
0.7190696
0.7345039
0.7335608
0.6743237
0.7000493
0.7584721
0.7796601
0.7538890
0.7689734
0.7589215
0.6747729
0.7183761
0.6917117
0.7216419
0.7547524
0.7597721
0.6783005
0.7418400
0.7339502
0.7658064
0.6764344
0.6461880
0.7042235
0.7606730
0.7578966
0.7653881
0.7575054
0.7000132
0.7238437
0.7139586
0.8077592
0.7423239
0.7905261
0.7254857
0.7619992
0.7293198
0.7493148
0.7040378
0.7008797
0.7850895
0.7545260
0.7142648
0.7147830
0.7414282
0.7215089
0.7239880
0.7522134
0.6697059
0.7488943
0.7555671
0.7702364
0.6912774
0.7289893
0.7022485
0.7224756
0.7301774
0.6914810
0.7066490
0.7079729
0.8026146
0.7290432
0.7666518
0.7564150
0.6823542
0.6891048
0.7295293
0.7474408
0.7507962
0.7530122
0.7394857
0.6597883
0.6840976
0.7224773
0.6524758
0.7220798
0.6653418
0.6780904
0.7104016
0.6832957
0.7005256
0.6756440
0.7193270
0.6571113
0.7498820
0.6510877
0.7064282
0.7430014
0.7747050
0.6947902
0.7624528
0.7672155
0.7873924
0.7883312
0.6468255
0.7851056
0.7372092
0.7708607
0.7435390
0.7484592
0.7289873
0.8038927
0.7667245
0.7471278
0.6881233
0.7644392
0.7557275
0.7884209
0.6737267
0.7232015
0.7591695
0.7294868
0.7465094
0.6874788
0.7220610
0.7024094
0.7710985
0.7812547
0.6936500
0.7185777
0.7057187
0.7028898
0.8133601
0.6831023
0.7402671
0.7192073
0.7124737
0.6960671
0.7298158
0.7333937
0.7401992
0.6594906
0.7519373
0.7925545
0.6698886
0.6553300
0.7063619
0.7676836
0.8022551
0.6901149
0.6572470
0.6783745
0.7320519
0.6926658
0.7385609
0.7350987
0.6665613
0.7843383
0.7228678
0.7007787
0.7198202
0.7630501
0.7208150
0.7206836
0.7257783
0.7679294
0.7549170
0.6528683
0.7569386
0.7377682
0.7599448
0.7414606
0.6974283
0.7381575
0.7430776
0.6729522
0.7042489
0.7565795
0.7572649
0.6994955
0.7719668
0.7313640
0.7451994
0.7105561
0.6745908
0.7957864
0.6964965
0.7512034
0.7246418
0.6895723
0.7574254
0.7120861
0.7245999
0.6773206
0.7425560
0.7028464
0.7372295
0.6936635
0.6886100
0.7578494
0.7390160
0.6916743
0.7477796
0.7734156
0.7321211
0.7235766
0.7202160
0.6854579
0.8031768
0.7110250
0.7264679
0.7564508
0.7306911
0.6951052
0.7414541
0.7235375
0.7257134
0.7611780
0.7034275
0.7698402
0.7177730
0.7564644
0.7093639
0.7261263
0.7785808
0.7494881
0.7011936
0.7774339
0.7280929
0.6914997
0.7515669
0.6656288
0.7111179
0.7247306
0.8055733
0.6974133
0.7261703
0.6949214
0.6981095
0.6770105
0.7829421
0.6874983
0.7368325
0.7518794
0.7026298
0.7864067
0.7344764
0.6719508
0.7339911
0.7155291
0.7619037
0.7498900
0.7727218
0.7750410
0.7090568
0.7210333
0.6960320
0.6413830
0.7210108
0.7212979
0.7296911
0.8210153
0.7307177
0.7430147
0.7383944
0.7499099
0.6927277
0.7474871
0.7581866
0.7133981
0.7177033
0.7223171
0.7266586
0.7335614
0.7223365
0.7705782
0.7358976
0.7948037
0.7715395
0.7697409
0.7544798
0.7436779
0.7357505
0.7733599
0.7830734
0.7525311
0.6951116
0.7260103
0.7621187
0.7666487
0.6976544
0.7486434
0.7424626
0.7289253
0.7154789
0.7368948
0.7532688
0.7435520
0.7476757
0.7137565
0.6794204
0.7305701
0.7997942
0.7495395
0.7460397
0.7185613
0.7876493
0.7488882
0.7315057
0.7406264
0.7183845
0.6909479
0.7181108
0.7014830
0.7146428
0.6858734
0.6802665
0.7309579
0.7830781
0.7296223
0.7284774
0.7113704
0.6977935
0.7198413
0.7714451
0.7334240
0.7990111
0.7363875
0.7125338
0.7183275
0.7165383
0.7050395
0.7051211
0.7564757
0.7884276
0.7548672
0.7528351
0.6961034
0.7504602
0.7728224
0.7054915
0.7743315
0.7338875
0.7548159
0.7190319
0.7418800
0.7098002
0.7537405
0.7211146
0.7322562
0.7260164
0.7691371
0.7372440
0.7181817
0.7477897
0.7574481
0.7419857
0.7264969
0.6670332
0.7059759
0.7331744
0.7348793
0.7754586
0.7318196
0.7392307
0.7242010
0.7296466
0.7456212
0.7442627
0.6996699
0.7179852
0.7281509
0.7532697
0.6982716
0.7463364
0.6967591
0.7763301
0.7759722
0.7410247
0.6813050
0.7369753
0.7681413
0.7055692
0.7173225
0.7319970
0.7174956
0.7290714
0.7195254
0.6808750
0.6936153
0.7243745
0.7988850
0.7479711
0.6741535
0.6916936
0.6800123
0.7521013
0.7575228
0.6959806
0.7140582
0.6981496
0.7189748
0.7961869
0.7573127
0.7383832
0.7418416
0.7091339
0.7104949
0.7360447
0.6723109
0.7031075
0.7403675
0.7050068
0.7611853
0.6803204
0.7182382
0.6987471
0.8231232
0.7402038
0.7349842
0.6944306
0.7083479
0.7022931
0.7591950
0.7135775
0.6996137
0.6715382
0.6720953
0.7249904
0.7671981
0.7383126
0.7032599
0.7273134
0.7464510
0.7213150
0.7195097
0.6852851
0.6767628
0.7559338
0.7094170
0.7009985
0.7373257
0.7580931
0.7465087
0.7924096
0.7517070
0.7002083
0.7653645
0.7270778
0.7489022
0.7198451
0.7207180
0.6704545
0.7585679
0.7439385
0.7177094
0.6846669
0.7369673
0.7227371
0.7560287
0.7516072
0.7055263
0.7197138
0.7076651
0.8024302
0.7311978
0.7427277
0.7158074
0.6882199
0.7082543
0.7842288
0.7111283
0.7468631
0.7581130
0.7365369
0.7924505
0.7406352
0.7600795
0.7167060
0.7144021
0.6842116
0.7472997
0.6833380
0.7518796
0.6951067
0.7098764
0.7136919
0.6505469
0.7420077
0.7448026
0.7547594
0.7885140
0.6912675
0.7430381
0.7262118
0.7501137
0.7055363
0.6999010
0.7282384
0.8225234
0.6703313
0.7179649
0.6771998
0.7162258
0.6601556
0.7409282
0.7401897
0.7075395
0.7347341
0.7535992
0.7675626
0.7011757
0.7730446
0.6969006
0.7119554
0.7169244
0.6642294
0.6546946
0.7713819
0.7207134
0.7004370
0.7311460
0.7393629
0.7669596
0.7241349
0.7793116
0.7328014
0.7279046
0.6905780
0.7185500
0.6776068
0.7817781
0.7645435
0.7747421
0.6781415
0.6651434
0.7034491
0.8319906
0.7365662
0.6854685
0.7432625
0.7912395
0.6766382
0.7434242
0.7270227
0.6873736
0.7212574
0.6906305
0.7309938
0.7537122
0.7553036
0.7762843
0.7392035
0.7251259
0.7224644
0.6938342
0.7090606
0.7032567
0.7558739
0.7243493
0.7124283
0.6962990
0.7366796
0.7145213
0.7569208
0.7101667
0.7546234
0.6961235
0.7448776
0.7094061
0.7358284
0.7163346
0.7386953
0.6680808
0.7688926
0.7102679
0.6991591
0.7273369
0.7501985
0.7593241
0.7727998
0.8026507
0.7347058
0.7206878
0.7747139
0.7139382
0.7145344
0.7216111
0.7321700
0.7287440
0.6756800
0.7501134
0.6966932
0.7353454
0.6863642
0.6662510
0.7396978
0.6853641
0.7419969
0.7767238
0.7321470
0.7285690
0.7288507
0.7809630
0.7640159
0.7077803
0.7875370
0.7526471
0.7892167
0.6733510
0.7575619
0.7675970
0.7166273
0.7100635
0.7000487
0.7070394
0.7602695
0.7243975
0.7096973
0.7356223
0.7166229
0.6927653
0.6965372
0.7110896
0.7320526
0.7025008
0.6835989
0.7499483
0.7507399
0.7193734
0.7423531
0.7601473
0.7468702
0.7227917
0.6691130
0.7737794
0.7595521
0.7018816
0.7197754
0.7545615
0.7445632
0.7172936
0.7649595
0.7065460
0.7401299
0.7425656
0.7064898
0.7474220
0.6904444
0.7425384
0.7637273
0.6943115
0.7673295
0.7253611
0.6990017
0.7355286
0.7182503
0.7313339
0.6876640
0.7349061
0.6996238
0.7740113
0.7394569
0.7516505
0.7357625
0.7417947
0.7765410
0.7516375
0.6989753
0.7195125
0.7763984
0.7234171
0.7399335
0.7320437
0.7733857
0.7241181
0.7566159
0.6717638
0.7269268
0.6866074
0.7885008
0.7493216
0.7229473
0.7549611
0.7846483
0.6953249
0.7439502
0.7326157
0.7177991
0.6661894
0.7187259
0.7255663
0.7114383
0.7350162
0.7629585
0.6545627
0.7189372
0.6917337
0.7647105
0.6776656
0.7018957
0.7056783
0.7198854
0.7254972
0.6877918
0.7414997
0.7148916
0.6876548
0.7567104
0.6695117
0.6596603
0.7370680
0.6737220
0.7404856
0.7037217
0.6939228
0.7215570
0.7695744
0.7189740
0.7616164
0.7458611
0.7293370
0.7295018
0.7307092
0.7143601
0.7919806
0.7781029
0.7846997
0.7738138
0.7101593
0.7474530
0.7154665
0.7806283
0.6623900
0.6917515
0.7333443
0.7557218
0.7058156
0.6861499
0.7354783
0.7533600
0.6736517
0.7184741
0.7104719
0.6972468
0.7089787
0.6995758
0.7228093
0.6466792
0.6938558
0.7422694
0.7306522
0.6926306
0.7657934
0.6606632
0.6514501
0.8220639
0.7638438
0.7336931
0.6977474
0.7347505
0.6923749
0.7559675
0.7054464
0.7365989
0.7191961
0.7046062
0.7122969
0.7807338
0.8133548
0.7240069
0.7217609
0.7213218
0.6692714
0.7185995
0.7040804
0.7838686
0.7159163
0.7562462
0.7257716
0.7463501
0.7212788
0.6512098
0.7198304
0.7442004
0.7066805
0.7332632
0.7358078
0.7273728
0.8014192
0.7747977
0.6868179
0.7382361
0.7569660
0.6764154
0.7211388
0.7340100
0.7102713
0.8084624
0.7605587
0.7849472
0.6899448
0.7272429
0.7757919
0.7572576
0.7334766
0.7354353
0.6837697
0.6720960
0.7615596
0.7125444
0.7435647
0.7899295
0.6765016
0.7701963
0.6996167
0.7190128
0.7130989
0.6893302
0.7532960
0.7713999
0.6829068
0.7573097
0.7066676
0.7241298
0.7152982
0.7102264
0.7590280
0.8015415
0.7554844
0.7206299
0.7476052
0.7140004
0.7528017
0.7394982
0.6876406
0.7677264
0.7451249
0.7274524
0.7650400
0.7498531
0.7058022
0.7345898
0.7354508
0.7228873
0.7100398
0.7108800
0.7161071
0.7660473
0.7560638
0.7298614
0.7619375
0.7390441
0.7982302
0.7026309
0.8010627
0.7484602
0.7533028
0.6782639
0.7718719
0.7121641
0.7377893
0.7620566
0.7075080
0.7898600
0.7586743
0.7170946
0.7598728
0.7497840
0.6916361
0.6743712
0.7068721
0.7454652
0.7611466
0.6983476
0.7181332
0.7197567
0.7132536
0.6662044
0.7345220
0.7068095
0.6634703
0.7009100
0.6917455
0.7511220
0.7143919
0.7971125
0.6797763
0.7185965
0.7587596
0.7190076
0.7352710
0.7110905
0.7402213
0.6740143
0.7236035
0.7091584
0.7263122
0.7680877
0.6622530
0.7551518
0.7390626
0.7178318
0.7209070
0.7209516
0.7224189
0.6694970
0.7345851
0.7017266
0.7528397
0.7260464
0.7894487
0.6917847
0.7516327
0.7165787
0.7705953
0.7860049
0.7367982
0.7759555
0.7247355
0.6823443
0.7536223
0.7158125
0.6864330
0.7511792
0.6863259
0.7327913
0.7421697
0.7757646
0.7446844
0.7092355
0.7413253
0.7361345
0.7611606
0.6831762
0.7067606
0.7077091
0.6905788
0.7358729
0.6967431
0.7304671
0.7486158
0.7295074
0.6972235
0.7452504
0.6724504
0.7147321
0.7243261
0.6586247
0.7286884
0.7537189
0.7067614
0.6975970
0.7032611
0.7377932
0.7049591
0.6833000
0.7810876
0.7687139
0.7000241
0.6565570
0.7829824
0.7447744
0.7456017
0.6466946
0.7364523
0.7115025
0.7210005
0.7551970
0.7030120
0.7313231
0.7166575
0.7771873
0.7332683
0.7909985
0.7240053
0.7468716
0.6546296
0.6522728
0.7649418
0.7107450
0.6949964
0.6770063
0.7125067
0.7481254
0.7638369
0.6553900
0.7538451
0.7232376
0.7204286
0.7021644
0.7203902
0.6970092
0.7059283
0.7545619
0.6782166
0.7596554
0.7143082
0.7703997
0.7346532
0.6650255
0.7384404
0.7327501
0.7396349
0.7240191
0.7361963
0.7467195
0.6899439
0.7014863
0.8005142
0.7262472
0.7168032
0.7384122
0.7943428
0.7067099
0.7305853
0.7297194
0.7465749
0.7704178
0.6837496
0.7625092
0.7417427
0.7873713
0.7414374
0.7042527
0.7324244
0.7181669
0.7341274
0.6990919
0.7121299
0.7454731
0.7429210
0.6900210
0.6932788
0.7011458
0.7630616
0.7608500
0.7359167
0.7031455
0.7250079
0.7331079
0.7506816
0.7282305
0.7311169
0.7513149
0.7177375
0.6984139
0.7157623
0.7352378
0.7109091
0.7835459
0.7968409
0.7403771
0.7389251
0.7482155
0.6853189
0.7520025
0.7731767
0.7413514
0.6857306
0.7554579
0.7275969
0.6994712
0.7059172
0.7032624
0.7026490
0.6795385
0.7517414
0.7791484
0.6966981
0.7389138
0.7606132
0.7224141
0.7185496
0.7570314
0.7201538
0.7739395
0.6780473
0.7058864
0.7328428
0.6730546
0.6568473
0.7084845
0.7329867
0.6790049
0.7186083
0.7256527
0.7401865
0.7092751
0.7318429
0.6619141
0.7357430
0.6731321
0.7151952
0.7725652
0.6919944
0.7246322
0.8211557
0.6681453
0.7147247
0.7507275
0.7500894
0.7361540
0.7302229
0.7130343
0.7252918
0.7060200
0.7296791
0.6835648
0.7491334
0.7200163
0.7540178
0.7629029
0.6568321
0.7073416
0.6888974
0.7573642
0.6566814
0.7028576
0.6969654
0.7343789
0.7337365
0.7512698
0.7189475
0.7181060
0.7430260
0.7132572
0.7020601
0.7509472
0.7281060
0.7334304
0.7483074
0.7325983
0.7416034
0.7416301
0.7727385
0.7217739
0.7391025
0.7783420
0.7262384
0.6799918
0.6750832
0.6586505
0.7939670
0.8173187
0.7099122
0.6970865
0.7733397
0.7347970
0.7487089
0.7218053
0.6782326
0.7383503
0.7710513
0.7176832
0.7639674
0.7367672
0.7244792
0.6819758
0.7705378
0.7582434
0.7402501
0.7245152
0.6886949
0.6879635
0.7420162
0.7342574
0.7270574
0.6599924
0.7042938
0.7667950
0.7326454
0.7066439
0.7464620
0.7158008
0.7120044
0.7322023
0.7255747
0.7451945
0.7164618
0.7224903
0.7583455
0.7865701
0.7134981
0.6752214
0.6819570
0.7249564
0.7072560
0.6511023
0.6920460
0.7434160
0.7285917
0.6998910
0.7365332
0.8183210
0.7517315
0.7675369
0.7582717
0.7675707
0.7292677
0.7628298
0.7136301
0.7507939
0.7292497
0.7657934
0.6999641
0.7460804
0.6959616
0.7058315
0.6645925
0.7578238
0.8124763
0.7024427
0.7409021
0.7452477
0.7230819
0.7093435
0.7636300
0.6975783
0.7109666
0.7344230
0.6528619
0.7112235
0.7347016
0.7143371
0.7380963
0.7540850
0.7097403
0.7505758
0.7246620
0.6538665
0.6958540
0.7466146
0.7642359
0.7360850
0.7955237
0.7326523
0.7104959
0.6806948
0.8194044
0.7862935
0.7376907
0.7843803
0.7511270
0.7066992
0.7272222
0.7523957
0.7553987
0.7803598
0.7230140
0.7296881
0.7518210
0.7463905
0.6991749
0.7081346
0.7444885
0.7432591
0.7492663
0.7302667
0.7625483
0.6951245
0.7962047
0.7397938
0.6667312
0.7192473
0.7367608
0.7313182
0.6904992
0.7146825
0.6817579
0.7500837
0.7300898
0.7929048
0.7208668
0.7759673
0.7598066
0.7092335
0.7461728
0.7368977
0.7697890
0.7439407
0.7526670
0.7608645
0.7538094
0.7178907
0.7451024
0.7551991
0.6754193
0.7550763
0.7088516
0.7223865
0.7257208
0.7273072
0.7451708
0.7126380
0.7278730
0.7068410
0.7473884
0.7564711
0.7476571
0.7521295
0.8052791
0.6956477
0.7137804
0.7214116
0.8062818
0.7369866
0.6953536
0.7351690
0.7555944
0.7698644
0.7531899
0.7861420
0.6978924
0.7278984
0.7656768
0.7115735
0.7440430
0.7177781
0.7050789
0.7291025
0.7179484
0.7011037
0.7451187
0.7645175
0.7012130
0.7737049
0.7835294
0.7068373
0.7277979
0.7341304
0.6306785
0.7012902
0.7135265
0.7867436
0.7284335
0.6909821
0.7412776
0.7167150
0.7061873
0.7558580
0.7434759
0.7197968
0.7122826
0.7182596
0.7421361
0.7126183
0.7246231
0.7676719
0.7202812
0.7115063
0.7202880
0.8104868
0.6618706
0.7051615
0.7169942
0.7416404
0.7012962
0.7419569
0.7746799
0.7074782
0.7322266
0.6867557
0.6589400
0.7742711
0.7521128
0.6906833
0.7437432
0.7977743
0.7428210
0.6751976
0.6660143
0.7612164
0.7236911
0.6981904
0.7222145
0.6566666
0.7666302
0.7858773
0.7177839
0.7743891
0.6866079
0.7748118
0.7280223
0.7510740
0.7061990
0.7032532
0.6593110
0.7320188
0.7401738
0.7614878
0.7729833
0.7499826
0.7560628
0.7027025
0.7329545
0.6959296
0.7094468
0.7748409
0.7940525
0.7278652
0.7419961
0.7593904
0.7068821
0.7081171
0.7192136
0.7134701
0.7280603
0.7867418
0.7303243
0.7311111
0.6836902
0.6881442
0.7367365
0.7626739
0.7342057
0.8087145
0.7765744
0.7356100
0.7370574
0.7594183
0.7675133
0.6615662
0.6856639
0.7720104
0.6773472
0.7082442
0.6946374
0.6962805
0.7129633
0.7418640
0.7327756
0.7464340
0.7700940
0.6987281
0.7785839
0.7656278
0.7380772
0.7435229
0.6859934
0.7564933
0.7355202
0.7318031
0.6852974
0.7234643
0.7738789
0.6777463
0.7347705
0.7863763
0.7301163
0.6473744
0.7390225
0.7992321
0.6836590
0.7212337
0.6991452
0.7379357
0.6756545
0.7441676
0.7771455
0.7476391
0.7345902
0.7350071
0.7346183
0.7504623
0.7561453
0.7615347
0.7505322
0.7027893
0.7247090
0.7826590
0.7560787
0.7400884
0.7536469
0.7064080
0.8001441
0.7279911
0.7325335
0.7245599
0.7499733
0.7659131
0.7205405
0.7466121
0.7212017
0.7468675
0.7247386
0.6949969
0.6798679
0.7444603
0.6972604
0.7272885
0.7644257
0.7447401
0.7428467
0.6499930
0.7316756
0.7167146
0.7387334
0.7468585
0.6122863
0.6820165
0.7287766
0.7171825
0.7535796
0.7169959
0.6204179
0.6841027
0.6778821
0.7497987
0.7262422
0.7672201
0.6640566
0.7361157
0.7500275
0.6504743
0.7359651
0.7804687
0.7196393
0.7612760
0.7315265
0.7260063
0.7176351
0.7754648
0.7155420
0.7257166
0.7221989
0.7538819
0.7413611
0.7550325
0.7103269
0.6997310
0.7165460
0.7336143
0.7140410
0.7681541
0.6293384
0.7374627
0.7283631
0.7052789
0.7271729
0.7001104
0.7547657
0.7611550
0.7102751
0.7553627
0.7236868
0.7206732
0.7473031
0.7675896
0.7453122
0.6735734
0.7100228
0.7571987
0.7645530
0.7364845
0.7458825
0.7613718
0.6842698
0.7619245
0.7574703
0.7380216
0.7927935
0.7284243
0.7209900
0.7033067
0.6962685
0.7340928
0.7317398
0.7398864
0.7358833
0.7397566
0.6879677
0.7208291
0.6565626
0.6836525
0.7024748
0.6819150
0.7545369
0.7636515
0.7040061
0.7663556
0.8014986
0.7239820
0.7034274
0.6745842
0.7398303
0.7502505
0.7570788
0.7235533
0.7489405
0.7009130
0.6825194
0.7735713
0.6453506
0.6941945
0.7276600
0.6931703
0.7588907
0.7669883
0.7116674
0.7460840
0.6689569
0.7260728
0.7009379
0.6886120
0.7408925
0.7271856
0.7145137
0.7498267
0.7097786
0.7358377
0.8131654
0.7394478
0.7221852
0.7446896
0.7092903
0.7042231
0.7541796
0.7418651
0.6910279
0.7310323
0.6830437
0.7533542
0.6918854
0.6874541
0.7536511
0.7626508
0.7435011
0.7514274
0.7290804
0.6711818
0.7463739
0.7313703
0.6993784
0.7405042
0.7563678
0.6973132
0.7149078
0.7100433
0.7331467
0.7530060
0.7530745
0.7719462
0.7135339
0.6843818
0.7264548
0.6728715
0.6898228
0.6421317
0.7286400
0.6975874
0.7640083
0.6840638
0.7283708
0.7103039
0.7268578
0.6840555
0.6890837
0.7865437
0.7262120
0.7698718
0.7424615
0.6689950
0.7312604
0.6925654
0.6703513
0.7215940
0.7334467
0.7305092
0.6895137
0.7459965
0.7485455
0.6957562
0.7209985
0.7093863
0.7531037
0.7211171
0.8310976
0.7512265
0.7390815
0.6826318
0.7258787
0.7481941
0.6863469
0.7318345
0.7092573
0.6874206
0.7173119
0.7395175
0.7372001
0.7539863
0.7173895
0.7673056
0.7906931
0.7005987
0.7554330
0.7733605
