3.2364,-2.68182,0.844278
3.34897,-1.40909,0.637899
3.31144,-3.06818,0.769231
3.36773,-3.05455,0.97561
3.25516,-4.09091,0.938086
3.38649,-1.58182,0.956848
3.33021,-2.72727,0.769231
3.38649,-5.61818,0.825516
3.40525,-4.30909,0.97561
3.34897,-2.18182,0.825516
3.21764,-3.16364,0.844278
3.33021,-5.12727,1.10694
3.34897,-5.07273,1.14447
3.38649,-2.50909,0.97561
3.27392,-3.49091,0.65666
3.38649,-4.36364,0.863039
3.46154,-1.85455,0.581614
3.25516,-4.8,0.900563
3.25516,-3.05455,0.712946
3.40525,-4.14545,0.806754
3.33021,-4.41818,0.750469
3.27392,-2.78182,0.825516
3.44278,-4.14545,1.01313
3.34897,-4.63636,1.05066
3.21764,-4.2,0.881801
3.14259,-7.36364,1.35084
3.21764,-3.65455,0.675422
3.27392,-3.38182,0.769231
3.27392,-3.10909,0.769231
3.31144,-2.56364,0.619137
3.31144,-4.74545,1.03189
3.40525,-3.16364,0.694184
3.29268,-2.4,0.769231
3.40525,-3.6,0.750469
3.38649,-5.07273,0.900563
3.38649,-4.30909,0.956848
3.49906,-6.32727,0.956848
3.44278,-3,1.01313
3.25516,-4.14545,1.18199
3.16135,-4.41818,0.806754
3.19887,-3.63636,1.06942
