1.21374e+06,7.70205,1.93778,1.21232
1.21408e+06,7.4551,1.84889,1.41437
1.21441e+06,7.5898,1.63556,1.61642
1.21475e+06,6.26523,1.88444,1.30212
1.21508e+06,6.60199,1.54667,1.61642
1.21542e+06,7.4551,2.29333,1.07761
1.21575e+06,7.6796,2.27556,1.10006
1.21642e+06,6.48974,2.08,1.68377
1.21676e+06,9.04907,2.00889,1.27967
1.21709e+06,6.78159,2.45333,1.84092
1.21743e+06,7.4102,2.15111,1.07761
1.21776e+06,7.3653,0.8,1.18987
1.21843e+06,6.60199,2.00889,2.20013
1.21877e+06,7.5449,1.22667,1.63887
1.2191e+06,6.13053,2.68444,2.80629
1.21944e+06,7.16325,2.09778,2.13278
1.21977e+06,6.48974,2.16889,2.02053
1.22011e+06,7.6347,2.72,1.97563
1.22044e+06,6.57954,2.11556,2.60423
1.22078e+06,6.89384,1.83111,1.77357
1.22111e+06,7.25305,1.58222,1.41437
1.22145e+06,7.6347,2.06222,1.14496
1.22178e+06,5.88358,2.93333,2.58178
1.22212e+06,6.39994,2.34667,2.02053
1.22279e+06,7.4102,2.02667,2.17768
1.22379e+06,5.52437,2.11556,1.05516
1.22413e+06,6.37749,2.02667,1.23477
1.22446e+06,6.35504,2.09778,1.66132
1.2248e+06,5.61418,1.45778,1.39192
1.22547e+06,7.52245,2.93333,1.43682
1.22614e+06,6.66934,1.54667,1.14496
1.22681e+06,7.83675,2.11556,1.81847
1.22715e+06,5.79378,1.92,1.90827
1.22748e+06,7.25305,2.4,1.41437
1.22815e+06,7.4102,2.34667,1.10006
1.22849e+06,6.75914,1.95556,1.23477
1.22882e+06,7.25305,2.45333,1.27967
1.22916e+06,6.66934,1.65333,1.93072
1.22949e+06,7.6347,1.95556,1.23477
1.22983e+06,7.47755,1.93778,1.41437
1.23016e+06,7.56735,1.72444,1.23477
1.2305e+06,7.43265,2.48889,1.32457
1.23083e+06,6.35504,1.06667,1.30212
1.23117e+06,6.73669,2.18667,1.88582
1.2315e+06,7.6347,2.22222,1.12251
1.23184e+06,6.96119,1.29778,1.21232
1.23217e+06,6.26523,3.00444,2.51443
1.23251e+06,6.82649,1.72444,1.90827
1.23284e+06,7.7245,3.11111,1.59397
1.23351e+06,6.75914,1.65333,1.57152
1.23418e+06,5.65908,2.13333,1.16742
