1.21374e+06,9.83483,-1.58222,1.27967
1.21475e+06,9.11642,-1.49333,1.43682
1.21508e+06,8.71232,-2.02667,1.63887
1.21542e+06,8.84702,-2.18667,2.26748
1.21609e+06,9.94708,-0.942222,1.34702
1.21676e+06,10.2389,-1.72444,1.43682
1.21709e+06,9.87973,-1.81333,1.34702
1.21743e+06,9.54298,-1.83111,1.75112
1.21776e+06,9.85728,-1.76,2.53688
1.21877e+06,9.61033,-1.56444,1.86337
1.21944e+06,9.38582,-1.76,1.43682
1.22011e+06,9.34092,-1.56444,2.22258
1.22044e+06,9.22867,-1.95556,1.59397
1.22111e+06,9.58788,-1.72444,1.57152
1.22145e+06,9.74503,-1.88444,2.08788
1.22178e+06,9.58788,-1.58222,1.77357
1.22212e+06,9.36337,-1.77778,1.68377
1.22279e+06,9.67768,-1.81333,1.36947
1.22715e+06,8.91437,-1.17333,1.25722
1.22748e+06,8.68987,-2.25778,2.11033
1.22815e+06,8.37556,-1.77778,1.84092
1.22849e+06,10.0593,-2.27556,1.30212
1.22882e+06,8.53271,-1.86667,1.36947
1.22916e+06,9.02662,-1.79556,1.90827
1.22949e+06,8.73477,-1.77778,1.90827
1.22983e+06,9.85728,-1.47556,0.965362
1.23016e+06,9.85728,-1.56444,1.36947
1.2305e+06,9.99198,-2.41778,1.50417
1.23083e+06,10.194,-1.26222,0.987813
1.23117e+06,9.67768,-1.72444,1.68377
1.2315e+06,9.90218,-2.59556,1.43682
