885287,2.08948,3.76421,0.718409
886957,2.04458,4.49684,1.16742
887291,1.99968,3.76421,1.10006
887625,2.02213,4.8,1.25722
887959,2.04458,4.01684,1.21232
888293,1.97723,4.59789,1.16742
888627,1.95478,3.99158,0.853111
888961,1.93233,4.34526,1.43682
889295,1.97723,3.78947,0.875561
889629,1.97723,3.99158,1.27967
889963,1.97723,4.06737,1.66132
890297,1.88743,5.25474,1.45927
890631,2.06703,4.01684,1.27967
890965,2.04458,4.44632,1.05516
891299,2.06703,3.73895,1.54907
891634,1.93233,3.71368,1.21232
891968,2.02213,3.84,0.898012
892302,2.02213,4.06737,1.05516
892636,2.02213,3.63789,0.78576
892970,1.95478,4.19368,1.14496
893304,2.02213,3.84,0.76331
893638,2.04458,4.44632,1.23477
893972,1.90988,3.91579,0.76331
894306,1.86498,3.73895,0.74086
894640,1.95478,4.19368,0.987813
894974,1.88743,4.24421,1.52662
895308,1.95478,4.67368,1.07761
895642,1.77518,5.10316,1.05516
895976,1.99968,4.44632,1.25722
896310,2.02213,4.74947,1.43682
896644,1.90988,4.37053,1.32457
896978,1.93233,4.37053,1.54907
897312,1.93233,4.77474,1.50417
897646,1.73028,4.85053,1.52662
897980,1.82008,5.30526,1.59397
898315,1.75273,4.47158,1.34702
898649,1.99968,4.42105,1.50417
898983,1.95478,4.57263,1.21232
899317,1.88743,4.82526,1.61642
899651,2.04458,4.57263,1.27967
899985,1.93233,4.19368,1.23477
900319,2.08948,4.54737,1.18987
900653,1.99968,3.94105,1.14496
900987,1.79763,4.62316,1.39192
901321,1.90988,4.87579,1.43682
901655,1.97723,4.95158,1.36947
