210484,1.84253,1.89333,0.76331
210819,1.86498,1.69333,0.561257
211154,1.90988,1.84,0.651058
211489,1.79763,2.18667,0.853111
211825,1.90988,2.02667,0.628608
212160,1.93233,1.78667,0.493906
212495,1.95478,2.12,0.651058
212830,1.82008,2.33333,0.673509
213165,1.95478,1.98667,0.74086
213500,1.90988,1.82667,0.853111
213835,1.84253,2.62667,0.76331
214170,1.79763,2.04,0.718409
214505,1.93233,1.89333,0.695959
214840,1.93233,1.88,0.606158
215175,1.84253,2.98667,0.80821
215510,1.90988,2.21333,0.920462
215845,2.02213,1.57333,0.606158
216180,1.99968,1.93333,0.538807
216515,1.88743,1.54667,0.628608
216850,1.93233,1.44,0.561257
217185,1.86498,1.88,0.76331
217520,1.88743,1.82667,0.76331
217855,1.86498,1.94667,0.78576
218190,1.90988,2.28,0.78576
218526,1.88743,2.30667,0.651058
218861,1.88743,2.06667,0.80821
219196,1.86498,1.98667,0.606158
219531,2.02213,1.86667,0.583708
220201,1.86498,2.33333,0.76331
220536,1.99968,1.8,0.628608
220871,1.90988,2.06667,0.853111
221206,1.90988,1.69333,0.74086
221876,1.88743,1.8,0.718409
222211,1.95478,1.89333,0.80821
222546,1.95478,2.04,0.583708
222881,1.93233,1.8,1.03271
223216,1.95478,2,0.628608
223551,1.86498,2.44,1.05516
223886,1.97723,2,0.898012
224221,1.95478,1.77333,0.853111
224556,1.88743,1.97333,0.76331
225562,1.93233,2.26667,0.853111
225897,1.90988,2.29333,0.853111
226232,1.90988,1.98667,0.830661
