2.34834,1.92,0.462789
2.34834,2.08364,0.662914
2.2733,2.50909,0.68793
2.4359,2.00727,0.512821
2.42339,2.34545,0.487805
2.32333,2.38909,0.57536
2.2858,2.05091,0.650407
2.34834,2.55273,0.500313
2.47342,2.17091,0.487805
2.33583,1.98545,0.600375
2.39837,2.11636,0.57536
2.44841,1.66909,0.550344
2.41088,2.09455,0.537836
2.34834,2.13818,0.737961
2.23577,1.71273,0.675422
2.34834,2.35636,0.600375
2.32333,2.17091,0.562852
2.48593,2.16,0.537836
2.17323,1.77818,0.712946
2.36085,1.99636,0.650407
2.29831,1.97455,0.662914
2.22326,2.26909,0.712946
2.26079,2.18182,0.725453
2.46091,2.07273,0.57536
2.1232,2.4,0.725453
2.36085,2.31273,0.612883
2.2733,2.77091,0.700438
2.2733,2.4,0.700438
2.36085,2.11636,0.712946
2.13571,2.25818,0.68793
2.09819,2.43273,0.8005
2.34834,2.28,0.550344
2.32333,2.32364,0.662914
2.42339,2.13818,0.600375
2.24828,2.67273,0.825516
2.22326,2.26909,0.825516
2.34834,1.93091,0.587867
2.24828,1.95273,0.625391
2.24828,2.21455,0.750469
2.2733,2.47636,0.68793
2.19825,2.96727,0.762977
2.22326,2.22545,0.725453
2.2858,2.54182,0.863039
2.42339,2.33455,0.637899
2.33583,2.54182,0.813008
2.4359,2.59636,0.587867
2.36085,2.32364,0.57536
2.2733,2.45455,0.775485
2.26079,2.68364,0.700438
2.32333,2.35636,0.68793
2.29831,2.02909,0.725453
2.24828,2.44364,0.712946
2.36085,2.05091,0.587867
2.21076,2.72727,0.68793
