5.71295,4,1.57598
5.82552,3.53455,1.70732
5.91932,3.58364,1.9137
5.82552,3.32182,1.72608
5.76923,3.81273,1.59475
5.84428,3.28909,2.04503
5.86304,3.40364,1.7636
5.95685,3.73091,1.83865
5.78799,3.25636,1.93246
5.6379,3.56727,1.98874
5.8818,3.46909,2.10131
5.73171,3.99273,1.87617
5.97561,3.37091,1.9137
5.54409,3.43636,1.95122
5.86304,2.63455,1.80113
5.46904,3.32182,1.9137
5.90056,3.27273,1.93246
5.97561,3.84545,1.65103
5.6379,3.66545,2.08255
5.61914,3.04364,2.51407
5.99437,4.00909,1.96998
5.86304,3.73091,2.02627
5.80675,3.91091,1.78236
5.91932,2.81455,2.06379
5.73171,3.40364,2.25141
5.75047,3.73091,1.70732
5.78799,4.20545,1.70732
5.90056,2.68364,1.68856
5.86304,3.76364,2.10131
5.71295,3.02727,1.89493
6.16323,3.43636,2.04503
5.56285,3.6,2.23265
5.8818,3.38727,1.85741
5.58161,2.94545,2.10131
5.80675,3.61636,2.10131
5.76923,3.66545,2.36398
5.82552,3.48545,2.1576
5.65666,2.84727,1.98874
5.6379,3.48545,1.95122
5.65666,3.58364,2.10131
5.82552,3.02727,2.04503
5.69418,3.42,2.04503
5.67542,3.84545,2.49531
5.56285,3.37091,2.23265
5.73171,3.22364,1.96998
5.71295,3.53455,1.85741
6.03189,3.19091,1.66979
5.86304,3.58364,1.87617
5.58161,3.51818,2.0075
5.73171,3.02727,1.83865
5.82552,3.50182,1.74484
5.67542,3.19091,2.13884
5.71295,3.55091,1.95122
5.73171,3.69818,2.13884
